ID,Permalink,Title,Content,"Image Featured",Date,Duur,Kosten,Datum,Plaats,"Externe URL"
157910,https://dutchdigitalagencies.com/event/generaties-op-de-werkvloer/,"Generaties op de werkvloer","<!-- wp:paragraph -->
<p>“Samen sterk en schouders eronder, niet lullen maar poetsen, work hard play hard, you only live once.” Zomaar een aantal uitspraken die typerend zijn voor de tijdsgeest waarin verschillende generaties opgroeien. Leeftijdsdiversiteit in organisaties neemt in rap tempo toe. We bevinden ons nu met maar liefst 5 generaties op de werkvloer. De jongste Generatie Z&nbsp;rammelt aan de poort en de laatste Babyboomers nemen afscheid.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Deze brede generatiemix zorgt voor uitdagingen. Jonge medewerkers lopen regelmatig tegen een 'zo-doen-we-het-hier-nou-eenmaal' mentaliteit aan en oudere generaties ervaren Millennials meer dan eens als verwende &amp; veeleisende snotneuzen. De kloof wordt groter, met fricties en onbegrip tot gevolg. Zonde! De generatiediversiteit is namelijk juist een enorme kans om elkaar te versterken.&nbsp;En in deze tijd van grote uitdagingen&nbsp;kunnen we dat goed gebruiken.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In een interactieve sessie neemt Generatie expert <a href=""https://generationsatwork.nl/"">Kim Jansen</a> ons mee in de wondere wereld van de generaties op de werkvloer. Met welke generaties hebben we te maken en welke verschillen komen we op de werkvloer tegen? Waar knelt het nu? Hoe kunnen we van elkaar leren? En wat kan mijn organisatie en ik vanuit mijn rol doen om elke generatie in z'n kracht te zetten en de verbinding tussen de generaties te stimuleren?&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Kim geeft&nbsp;inzichten, voorbeelden,&nbsp;concrete handvatten en tips om met generatiemanagement aan de slag te gaan. Daarnaast gaan we ook met elkaar in gesprek. We maken met elkaar de vertaalslag naar de praktijk, delen ervaringen en gaan samen op zoek naar antwoorden rondom het benutten en verbinden van alle generaties op de werkvloer.&nbsp;Niemand is de heilige graal.&nbsp;Future-proof met alle generaties!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Voor wie?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Deze sessie is niet alleen voor leidinggevenden en HR professionals. We willen juist álle generaties aan het woord laten en zo op de beste manier van elkaar leren. Dus aan jullie de oproep om de jongste junior of stagiair binnen jullie organisatie mee te nemen! </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Wanneer en waar</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>De kennissessie wordt gehouden op 21 maart. We starten om 14:00 en ronden rond 17:00 af, waarna er nog ruimte is om met elkaar van gedachten te wisselen onder het genot van een hapje en een drankje. De sessie wordt gehouden bij DDA lid Valsplat: Hofstede Sterreschans, Rijksstraatweg 7, 3631 AA Nieuwersluis</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Meedoen?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Wil je hierbij aanwezig zijn? Schrijf je dan in via <a href=""https://forms.gle/JmBgSDMhhZH5GvMU6"">dit formulier</a> of mail naar&nbsp;<a href=""mailto:info@dutchdigitalagencies.com"">info@dutchdigitalagencies.com</a>.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen toegankelijk voor leden van DDA</em>.</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2023/02/ingezoomd-2.jpg,"2023-02-20 10:35:01",3,,21/03/2023,Nieuwersluis,
158106,https://dutchdigitalagencies.com/event/webinar-diversiteit-inclusie-in-de-praktijk/,"Diversiteit & Inclusie in de praktijk","<!-- wp:paragraph -->
<p>Een onderwerp dat niet alleen bij ons, maar bij velen van jullie leeft. Geen betere dag om deze kennissessie aan te kondigen dan op Internationale Vrouwendag!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Niet lang geleden was het DDA bureaumanagement op de koffie bij <a href=""https://www.incentro.com/nl-NL"">Incentro</a>. Al pratende over de laatste Ledenvergadering, waar Sophie van Gool te gast was en ons meenam in de loonkloof, deelden zij dat zij intern een onderzoek uit hebben laten voeren om te achterhalen of er intern een loonkloof is tussen mannen en vrouwen en, indien dit het geval zou blijken te zijn, hoe groot. En wat bleek? Er was een duidelijk verschil zichtbaar. En wie A zegt, zegt ook B, dus er was werk aan de winkel.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Incentro besloot zelf een nulmeting te doen om te achterhalen of er een loonkloof is tussen mannen en vrouwen en hoe groot. Hierbij was er zichtbaar verschil. Er leek systematisch iets mis te gaan. Maar wat precies? Onder andere deze vraag heeft geleid tot een herziening van het Incentro salarishuis en de belonings- en review procedure.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dit onderzoek vormt de basis van deze kennissessie.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Hoe dit traject en bijbehorende proces er precies uitzag, deelt Samira El Messaoudi graag met jullie. Samira is Hoofd Diversiteit en Inclusie binnen Incentro Canvas en is dan ook degene die weet van de hoed en de rand en jullie graag mee wil nemen in dit hele proces en hoe ze de uitkomsten van het onderzoek hebben toegepast en wat je zelf op een laagdrempelige manier kan doen om met dit onderwerp aan de slag te gaan.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Over Samira El Messaoudi:</strong><br>Als user experience designer heeft Samira een diepe interesse in het gebruik van design om positieve sociale veranderingen te creëren. Zo heeft zij samengewerkt met Het Rijksmuseum en Northumbria University voor bewustwording rondom racisme en voedselverspilling. Als Hoofd Diversiteit en Inclusie binnen Incentro Canvas is zij toegewijd aan het creëren van een gelijkwaardige werkomgeving waarin iedereen zich welkom voelt en zichzelf kan zijn. Ze gelooft dat de best ontworpen producten de kracht hebben om bij te dragen aan een betere wereld wanneer deze is geproduceerd door een groep makers van verschillende achtergronden, ervaringen en perspectieven.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Voor wie?</strong><br>Deze sessie is bedoeld voor iedereen die dit een interessant onderwerp vindt en/of er binnen zijn of haar organisatie iets mee wil doen.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Waar en wanneer?</strong><br>De Kennissessie staat gepland op <strong>9 mei om 13:00 uur</strong> en zal online plaatsvinden.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Meedoen?</strong><br>Wil je hierbij aanwezig zijn? Schrijf je dan in via onderstaand formulier mail naar info@dutchdigitalagencies.com.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen toegankelijk voor leden van DDA</em>.</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2023/03/Portretfoto-e1678295881734.jpeg,"2023-03-08 17:18:57",1,,09/05/2023,Online,
158410,https://dutchdigitalagencies.com/event/webinar-pensioen-hoe-zit-dat-nou-eigenlijk-hosted-by-brightpensioen/,"Pensioen, hoe zit dat nou eigenlijk?","<!-- wp:paragraph -->
<p>In samenwerking met BrightPensioen organiseren wij op 23 mei om 13:00 een online kennissessie over pensioen. Een veelbesproken onderwerp waar wij en politiek Den Haag niet over uitgesproken raken. Sjaak Zonneveld, één van de initiatiefnemers van BrightPensioen, maakt graag samen met jullie een deep dive in dit onderwerp. Thema's die gedurende deze sessie aan bod zullen komen:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Wat is pensioen en hoe werkt pensioen in NL<br></strong>Wat is het verschil tussen een 'eigen potje' en een 'collectief potje'? Hoe richt je dit eigen potje in, en hoe pak en behoud je vervolgens de controle?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Verschillende pensioen pijlers<br></strong>Daarna zal Sjaak verder uitweiden over de verschillende pensioenpijlers. Wat zijn precies de verschillen tussen deze 3 pijlers en wat zijn de voor- en nadelen tussen pijler 2 en 3?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>De nieuwe pensioenwet<br></strong>De nieuwe pensioenwet moet nog worden aangenomen door de Eerste Kamer, maar dat deze nieuwe wet er aan komt staat vast. Wat zijn de belangrijkste wijzigingen en wat gaat dit betekenen voor jou en je medewerkers?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Uiteraard willen we zoveel mogelijk ruimte bieden voor jullie vragen specifiek. Daarom het verzoek aan jullie om vooraf je vraag of vragen in te sturen zodat Sjaak deze tijdens de sessie zoveel mogelijk mee kan nemen in zijn verhaal. Je kan je vragen mailen naar info@dutchdigitalday.com.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Over Sjaak Zonneveld<br></strong>Sjaak Zonneveld is een gedreven ondernemer die het Nederlandse pensioenstelsel wil veranderen. Daarom schreef hij 'Het Nieuwe Werken aan je pensioen' en is hij één van de initiatiefnemers van BrightPensioen.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Over BrightPensioen</strong><br>BrightPensioen is een social enterprise en is er voor iedereen die zelf pensioen moet regelen. Maar ook voor werkgevers, die een moderne en flexibele pensioenoplossing willen.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>BrightPensioen is meer dan pensioen. Want die financiële wereld, dat kan volgens Bright beter. Eerlijker, transparanter en duurzamer. Zij geven graag het goede voorbeeld. Daarom werken ze met een coöperatie. Samen zijn ze sterker. Ook beleggen ze duurzaam. En verdienen ze niet aan het pensioen van hun deelnemers, maar aan een vast lidmaatschap. Zo houden iedereen aan het einde van de rit meer over.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Voor wie?</strong><br>Deze sessie is voornamelijk bedoelt voor bureau eigenaren en HR-teams, maar uiteraard nodigen we iedereen die dit interessant vindt van harte uit.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Waar en wanneer?</strong><br>De Kennissessie staat gepland op 23 mei om 13:00 uur en zal online plaatsvinden.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Meedoen?</strong><br>Wil je hierbij aanwezig zijn? Schrijf je dan in via dit formulier of mail naar info@dutchdigitalagencies.com.</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2023/03/Pensioen-1.jpeg,"2023-03-30 14:24:03","1 uur",,23/05/2023,Online,
158618,https://dutchdigitalagencies.com/event/webinar-cyber-security-hoe-maak-ik-mijn-bureau-verzekering-proof-hosted-by-2ict/,"Cyber security: hoe maak ik mijn bureau verzekering-proof?","<!-- wp:paragraph -->
<p>Een aantal van jullie hebben aangegeven het lastig te vinden om aan de voorwaarden van verzekeraars te voldoen, maar zouden wel graag een cyber security verzekering willen. We organiseren hierom webinar aan die jou kan helpen aan meer inzicht en handvatten in het cyber security verzekering proof maken van jouw bureau. Hoe ga je als bureau om met veranderende polissen of contracten die eenzijdig door jouw voormalig verzekeraar worden ontbonden? Hoe kan je als bureau gegevens van je klanten en werknemers optimaal beveiligen? En is jouw bureau dusdanig beveiligd dat het een mogelijke cyber attack overleeft?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dat zijn een aantal onderwerpen die aan bod zullen komen tijdens het webinar dat op 10 mei gepland staat door IT dienstverlener 2ICT. Het cyber security proof maken van bedrijven behoort tot de core business van het bedrijf. Oprichter <a href=""https://www.linkedin.com/in/erwinbruinink/"">Erwin Bruinink</a> krijgt in zijn dagelijkse praktijk vaak de vraag voorgeschoteld hoe zijn klanten het risico betreft cyber attacks beter kunnen afdekken met een cyber security polis en deelt tijdens dit webinar graag zijn expertise en ervaring met jullie. En om deze online gathering zo concreet mogelijk te maken, beantwoordt hij ook graag jullie vragen. Het zou enorm helpen als je deze vooraf met ons wilt delen. Dan kan Erwin daar in zijn verhaal rekening mee houden. Je kan je vragen mailen naar <a href=""mailto:info@dutchdigitalagencies.com"">info@dutchdigitalagencies.com</a>.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><a href=""https://www.2ict.nl/""><strong>Over 2ICT</strong></a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>2ICT levert al sinds 2004 IT-dienstverlening met een ondernemende aanpak. Met 4 vestigingen in Assen, Zwolle, Lelystad en Harderwijk staat het team van 2ICT van zo’n 25 mensen dicht bij hun klanten en bieden ze hoogwaardige en veilige oplossingen voor de moderne werkplek. Directeur en oprichter Erwin Bruinink staat zijn klanten persoonlijk bij in de strategie die een slimme inzet van IT vraagt. Security &amp; beleid gaan daarbij hand in hand.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Voor wie?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Deze sessie is bedoeld voor iedereen die dit een interessant onderwerp vindt en/of er binnen zijn of haar organisatie iets mee wil doen.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Waar en wanneer?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>De sessie zal online plaatsvinden op <strong>10 mei van 13:00 - 14:00 uur.</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Meedoen?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Wil je hierbij aanwezig zijn? Schrijf je dan in via onderstaand formulier of mail naar info@dutchdigitalagencies.com.</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2023/04/Cyber-Attack.webp,"2023-04-17 13:56:55",,,10/05/2023,Online,
159007,https://dutchdigitalagencies.com/event/roundtable-gesprek-groeipaden/,"Roundtable gesprek - groeipaden","<!-- wp:paragraph -->
<p>Hoe kun je het beste uit je mensen halen? Welke opties kun je hen bieden? Hoe snel kun je doorgroeien van junior naar medior naar senior en wellicht nog verder? Wat is normaal binnen onze branche? En hoe leg je dat vast in functieprofielen?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dit zijn vragen waar veel professionals binnen bureaus mee lopen. Tijdens de bijeenkomst op 19 juni willen we met een kleine groep met elkaar in gesprek gaan om van elkaar te leren.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Voor wie?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>HR professionals, leidinggevenden en iedereen die dit een interessant onderwerp vindt en/of er binnen zijn of haar organisatie iets mee wil doen. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Waar en wanneer?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>De sessie zal plaatsvinden op <strong>19 juni om 14:00</strong>. We ronden uiterlijk 16:00 af.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>De roundtable zal plaatsvinden in Utrecht: Campus Werkspoor.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Meedoen?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Wil je hierbij aanwezig zijn? Schrijf je dan in via onderstaand formulier of mail naar info@dutchdigitalagencies.com.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen toegankelijk voor leden van DDA</em>.</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2021/07/the-climate-reality-project-Hb6uWq0i4MI-unsplash-scaled.jpg,"2023-06-07 14:07:43",2,0,19/06/2023,Utrecht,
159010,https://dutchdigitalagencies.com/event/kennissessie-kengetallen-hr/,"Kennissessie Kengetallen - HR","<!-- wp:paragraph -->
<p>We nodigen jullie van harte uit op maandag 9 oktober voor een deepdive in de HR Kengetallen. De dag bestaat uit&nbsp;verschillende onderdelen, die ook los van elkaar te volgen zijn. Wanneer je maar een deel van het programma er bij kunt of wil zijn,&nbsp;laat het ons dan weten via&nbsp;<a class="""" href=""mailto:info@dutchdigitalagencies.com"">info@dutchdigitalagencies.com</a><br></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Het programma ziet er als volgt uit:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>13:30 - 14:15 HR dashboard - Basis</strong><br>Marloes Rutten neemt ons mee in de basis van het onderzoek. Wat staat er in het dashboard en het HR Rapport? En&nbsp;hoe gebruik je het salarishuis en functiegebouw en de bijbehorende HR toolkit?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>14:15 - 15:00 HR dashboard - Update</strong><br>Marloes neemt ons mee in de veranderingen en updates t.o.v. vorig jaar en wat zijn de opvallende resultaten.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>15:00 - 15:15 Korte pauze</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>15:15 - 16:00 Break outs</strong><br>Ga met je conculega's in gesprek over verschillende onderwerpen die op dit moment spelen. Je kiest bij welk topic je wilt aansluiten en gaat dan met 3 - 5 personen in gesprek. De onderwerpen zijn:<br>• Waarderingsmethodiek<br>• Ontwikkelen &amp; Belonen (incl. ondersteunende tooling)<br>• Secundaire Arbeidsvoorwaarden</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>16:00 - 16:30 Plenaire terugkoppeling en afsluiting</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>16:30</strong> <strong>nazit</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Locatie en aanmelden</strong><br>Wil je hierbij aanwezig zijn? Schrijf je dan in via onderstaand formulier.  De sessie wordt gehouden bij Basecamp, Nijverheidsweg 16A, 3534 AM Utrecht</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen toegankelijk voor bureaus die hebben deelgenomen aan het HR gedeelte van het Kengetallenonderzoek.</em></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2023/06/iStock-1189899412-scaled.jpg,"2023-06-07 15:42:00",3,,09/10/2023,Utrecht,
159019,https://dutchdigitalagencies.com/event/kennissessie-kengetallen-finance/,"Kennissessie Kengetallen - Finance","<!-- wp:paragraph -->
<p>We nemen je graag mee in de resultaten van het Finance gedeelte van het Kengetallenonderzoek op dinsdag 3 oktober bij Basecamp in Utrecht. De dag bestaat uit verschillende onderdelen, die ook los van elkaar te volgen zijn. Wanneer je maar een deel van het programma er bij kunt of wil zijn, laat het ons dan weten via <a class="""" href=""mailto:info@dutchdigitalagencies.com"">info@dutchdigitalagencies.com</a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Het programma ziet er als volgt uit:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>13:30 - 14:15&nbsp;introductie en uitlichten Kengetallen dashboard </strong><br>We zullen je meenemen in het onderzoek en het dashboard; hoe zit het in elkaar en hoe kun je het interpreteren.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>14:15 - 15:00&nbsp;vraaggesprek Olivier</strong> <strong>Zeestraten</strong><br>We willen jullie in de gelegenheid stellen om al je Finance gerelateerde vragen te stellen en daarover in gesprek te gaan met Olivier. De vragen kunnen gaan over het dashboard en het kengetallenonderzoek, maar andere cases of vragen kunnen ook gesteld worden.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Veel bureaus maken Finance onnodig ingewikkeld. Zo wordt het moeilijk te achterhalen aan welke knoppen je kunt draaien om je performance te verbeteren. En vooral, hóe je dat dan doet. Olivier helpt agencies om inzicht te krijgen in die performance. Zodat je daadwerkelijk kunt gaan sturen op (een handvol) cijfers. Door de financiën simpel, toegankelijk en zelfs leuk te maken zorgt Olivier voor een nieuwe kijk op de cijferkant van je bureau.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>15:00 - 15:15 korte pauze</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>15:15 - 16:15&nbsp;break outs</strong><br>Ga met mede ondernemers in gesprek. We zullen aan de hand van het vraaggesprek een aantal stellingen meegeven.&nbsp;Het is tijdens de break outs ook mogelijk om Olivier 1:1 vragen te stellen of een case voor te leggen. Een unieke kans!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>16:15 - 16:30&nbsp;plenaire afronding</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>16:30</strong> <strong>nazit</strong><br><br><strong>Voorbereiding</strong><br>Heb je voorafgaand aan de sessie al vragen die je beantwoord wil zien of heb je een case die je wilt bespreken? Laat het ons dan weten via <a class="""" href=""mailto:info@dutchdigitalagencies.com"">info@dutchdigitalagencies.com</a>, dan nemen we dat mee.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Kijk hier de opname van vorige sessie met Olivier terug: <a href=""https://basecamp.com/2493570/projects/4600438/messages/100087560"">De impact van Uren schrijven op je bureau</a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Locatie en aanmelden</strong><br>Wil je hierbij aanwezig zijn? Schrijf je dan in via onderstaand formulier. De sessie wordt gehouden bij Basecamp, Nijverheidsweg 16A, 3534 AM Utrecht</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen toegankelijk voor bureaus die hebben deelgenomen aan het Finance gedeelte van het Kengetallenonderzoek.</em></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/02/Fotografie-Masterclass-Olivier-2000px-28.jpg,"2023-06-07 15:43:15",3,,03/10/2023,Utrecht,
159022,https://dutchdigitalagencies.com/event/hbo-i-job-student-event-2/,"HBO-i Job & Student Event","<!-- wp:paragraph -->
<p>Op vrijdag 6 oktober is het HBO-I Job &amp; Student event. Vanuit DDA staan we er wederom met een stand om zoveel mogelijk IT studenten kennis te laten maken met onze branche en de mogelijkheden van het werken voor een digitaal bureau. De circa 1100 studenten die aanwezig zijn komen uit het hele land.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Naast een stand mogen wij ook weer masterclasses invullen. Mooie kansen om studenten te laten zien hoe het is om bij een digitaal bureau te werken.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Meer informatie over het evenement en hoe je kunt deelnemen wordt binnenkort via Basecamp met jullie gedeeld.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Heb je vragen? Mail ze dan naar&nbsp;<a href=""mailto:info@dutchdigitalagencies.com"">info@dutchdigitalagencies.com</a>.&nbsp;</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/08/HBO-i-Job-Student-Event-2.jpg,"2023-06-07 15:45:26",8,,06/10/2023,Utrecht,
159025,https://dutchdigitalagencies.com/event/creative-jam-dutch-design-week/,"Creative Jam Dutch Design Week ","<!-- wp:paragraph -->
<p><a href=""https://dutchdigitalagencies.com/"">Dutch Digital Agencies</a>, <a href=""https://www.nightofthenerds.com/"">Night of the Nerds</a>, <a href=""https://dutchdigital.design/"">Dutch Digital Design</a> én <a href=""https://www.sintlucas.nl/"">SintLucas</a> organiseren op vrijdag 27 oktober 2023, tijdens de Dutch Design Week, een speciale Creative Jam.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Teams van studenten van verschillende opleidingen uit het hele land zullen met elkaar aan de slag gaan met een opdracht. Studenten krijgen de kans om samen met studenten van andere (inter)nationale disciplines en opleidingen samen te werken. Dit doen ze onder begeleiding en coaching van professionals van DDA bureaus, denk aan strategen, designers of developers. De uitgelezen kans om studenten aan het werk te zien! Op basis van een briefing gaan de teams van studenten aan de slag om uiteindelijk de oplossing te pitchen aan een professionele jury. Hoe die opdracht er uit gaat zien? Daar vertellen we je snel meer over via Basecamp.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Heb je vragen of wil je meedoen? Mail dan naar&nbsp;<a href=""mailto:info@dutchdigitalagencies.com"">info@dutchdigitalagencies.com</a>.&nbsp;</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2021/11/team.jpg,"2023-06-07 15:49:00",,,27/10/2023,Eindhoven,
159027,https://dutchdigitalagencies.com/event/dda-ledenbijeenkomst/,"DDA Ledenbijeenkomst","<!-- wp:paragraph -->
<p>Op 9 november is het tijd voor de tweede ledenbijeenkomst van het jaar. Hopelijk heb je je al ingeschreven, want het wordt een leuke en interessante avond met veel ruimte voor discussie en eigen inbreng. We hebben een mooie, centrale locatie gevonden in het centrum van Utrecht, zowel met het OV als met de auto goed bereikbaar: <a href=""https://www.oudaen.nl/"" target=""_blank"" rel=""noreferrer noopener"">restaurant Oudaen</a>. We kijken er naar uit om jullie daar te zien!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2023/06/RemyOnline-112-scaled.jpg,"2023-06-07 15:53:01",,,09/11/2023,Utrecht,
159324,https://dutchdigitalagencies.com/event/back-to-work-after-summer-get-together/,"Back to work | After summer get-together","<!-- wp:paragraph -->
<p>Na het succesvolle zeiluitje van vorig jaar, organiseren we ook dit jaar een informele gathering voor onze leden. De gelegenheid om, onder het genot van een biertje of goed glas wijn, bij te kletsen met jouw conculega's. Maar het blijft niet bij biertjes drinken en bijpraten, we gaan ook iets doen: golfen! En wel op één van de mooiste banen van Nederland: <a href=""https://www.thelinksvalley.nl/"">The Links Valley</a> in Ermelo. <br>Geen golfpro maar wel enthousiast? Geen probleem! We organiseren die dag ook golfclinics. De allerleukste manier om kennis te maken met deze sport. En ben je al wel bedreven in het slaan van een balletje? Ook helemaal top! Als je je GVB hebt, mag je de baan op en een 9 holes lopen. We horen graag of je er bij bent en waar je voorkeur naar uit gaat. Vul<a href=""https://docs.google.com/forms/d/1YBdPqCOPcdj6ZMqBbmcvJQ0ERBQrCOlBQnZw_4lnBn4/edit#settings""> dit formulier </a>zsm in, dan weten we waar we aan toe zijn. Deelname is kosteloos.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Meer informatie? Check dan <a href=""https://basecamp.com/2493570/projects/4600432/messages/104956749"">Basecamp.</a></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2023/07/golf-course.jpg,"2023-07-03 11:09:43",,,21/09/2023,Ermelo,
