Title,Content,WPML Language Code,E-mailadres voor contact,Logo,Banner,Provincies,Omvang,Slogan,Plaats(en),Locaties_primary,Locaties_location_label,Locaties_address,Locaties_postcode,Locaties_city,Locaties_phonenumber,Locaties_emailaddress,Locaties_kvk_number,Locaties_website_url,Tekst
MaxServ,"<p>MaxServ is een internetbureau dat gespecialiseerd is in het ontwikkelen, leveren en onderhouden van enterprise internet platformen. Door de directe en eerlijke benadering, hoge mate van creativiteit, technische kennis en resultaatgerichtheid onderscheidt MaxServ zich in deze markt. Doordat MaxServ zowel strategische, creatieve, technische en commerciële expertise in huis heeft wordt de klant volledig ontzorgd. MaxServ levert hoogwaardige en innovatieve online internet platformen welke tot stand komen binnen het Enterprise TYPO3 CMS en Magento E-commerce platform.</p>",en,ronnie@maxserv.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5c2c8795c91272486329f56902b45ff8425b66363ac3c.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/59782ccfb8e86f651d960ec94f0c24a080bf3f5fba99c.jpg,,25-49,,,,Waalwijk ,Taxandriaweg 11,5142 PA,Waalwijk,+31 (0) 416 30 10 00 ,info@maxserv.com,,,
Youwe,"<div class=""flex-shrink-0 flex flex-col relative items-end"">

<div>

<div class=""pt-0.5"">

<div class=""gizmo-shadow-stroke flex h-6 w-6 items-center justify-center overflow-hidden rounded-full""></div>

</div>

</div>

</div>

<div class=""relative flex w-[calc(100%-50px)] flex-col gizmo:w-full lg:w-[calc(100%-115px)]"">

<div class=""font-semibold select-none"">

<h3 class=""firstTitle z-50 max-w-912 SectionedTitle_title__3U3pm""><span class=""SectionedTitle_titlePart__1YMeJ title-part1"">Digital agency since 2000. Combining proven technology &amp; impactful marketing. </span><span class=""SectionedTitle_titlePart__1YMeJ title-part2"">Making digital part of companies' mission critical processes. We make impact where it matters most.</span></h3>

</div>

<div class=""flex-col gap-1 md:gap-3"">

<div class=""flex flex-grow flex-col max-w-full gap-3 gizmo:gap-0"">

<div class=""min-h-[20px] text-message flex flex-col items-start gap-3 whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 overflow-x-auto"" data-message-author-role=""user"" data-message-id=""aaa288b6-9518-4327-bd14-49a685594b30"">

<div class="""">We’ve shaped our strategies to reflect a changing world, establishing an international presence in 2011. Today, with nine offices across the globe, more than 300 team members and over 25 partners, we combine cross-border capabilities with local knowledge to help our clients run rings around their competitors. Our founders have always made a point of building a digital agency that’s one step ahead. Together we succeed by creating competitive advantages for customers, helping them to overachieve.</div>

</div>

</div>

</div>

</div>",en,careers@youweagency.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/youwe300x300-1.png,https://dutchdigitalagencies.com/wp-content/uploads/2023/11/DSC3546-3-scaled.jpg,Groningen|Noord-Holland|Zuid-Holland,250+,Stay ahead. Go beyond. ,"Rotterdam, Groningen, Amsterdam",||||||||,Youwe HQ|Youwe Amsterdam|Groningen |Youwe Kyiv|Youwe London| Leeds|Stockholm| Indonesia|Youwe UK,"Vasteland 110|Kabelweg 57|Laan Corpus Den Hoorn 200|7a Klovskiy descent; 3rd floor, office 47|122 Leadenhall St|Suite 5 Jason House Kerry Hill Horsforth|Vasagatan 28|Jl. Sharon Boulevard Raya,  Cipamokolan, Kec. Rancasari|29 High St.",3011BP |1014 BA|9728JS|01021 Kiev|EC3V 4QT London|LS18 4JR|111 20 |40292|SY1 1SQ,Rotterdam|Amsterdam|Groningen|Kyiv|London|Leeds|Stockholm|Kota Bandung Indonesia|Shrewsbury, +31 10 466 8638||||||+46 8 599 996 73||+44 1743 292610,careers@youweagency.com|careers@youweagency.com|careers@youweagency.com|careers@youweagency.com|careers@youweagency.com|careers@youweagency.com|careers@youweagency.com|careers@youweagency.com|careers@youweagency.com,51792737|34126832|60826886|62697323|62697323|62697323|62697323|62697323|,https://www.youweagency.com/|https://www.youweagency.com/|https://www.youweagency.com/|https://www.youweagency.com/|https://www.youweagency.com/|https://www.youweagency.com/|wwww.youweagency.com|https://www.youweagency.com/|,
Steam,"Steam is gespecialiseerd in arbeidsmarktcommunicatie. Al meer dan twintig jaar ontwikkelen we crossmediale campagnes om werkgevers tot leven te brengen. We zijn er namelijk van overtuigd dat je niet zomaar voor een baan kiest. Je kiest voor een werkgever die herkenbaar, benaderbaar en inspirerend is.   Nu de zoektocht naar kandidaten zich vooral online afspeelt heeft de candidate experience een geheel nieuwe betekenis gekregen. We zijn nu in staat om de doelgroep een werkgever écht te laten ervaren.   Onze multidisciplinaire teams bestaan uit UX/UI specialisten, full-stack developers and creative technologists, zodat we interactieve experiences, apps en serious games op een agile wijze kunnen produceren. Zo laten we potentiële medewerkers de match tussen hen en een werkgever zelf ontdekken. Dát is arbeidsmarktcommunicatie voor ambitieuze werkgevers.",en,hans@steam.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/logoblack-6.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/Naamloos-2-6.png,Noord-Holland,10-24,,Amsterdam,|,SteamTalmark Utrecht|SteamTalmark Amsterdam,Nijverheidsweg 16|Generaal Vetterstraat 76E,3534 AM|1059 BW,Utrecht|Amsterdam,|,info@talmark.nl|amsterdam@steamtalmark.nl,30166033|33255606,www.steamtalmark.nl|,
PANGAEA,"<p>PANGAEA is een full service Internet Marketing bureau gevestigd in Den Haag. PANGAEA levert diensten van internet strategie en concepting tot implementatie, webmastering en beheer. Met innovatieve concepten en een gerichte focus bieden wij zorg voor het online succes van onze klanten. Het team bestaat uit een optimale mix van internet strategen, developers, SEO/SEA specialisten, webmasters en designers die in gemixte teams samenwerken.</p>",en,bas.kroontje@pangaea.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5ab8e6c8c72c86bac18fb9961a59721bcd4f1046be8e0.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5ab8e768e913bbba11439d5e33d5e033fbff46d381528.jpg,,25-49,,,,Den Haag,Regulusweg 5,2516 AC,Den Haag,886123456,bas.kroontje@pangaea.nl,24256964,https://pangaea.nl,
STRANGELOVE,"<div class=""DropTargetAttachment SingleTaskPaneSpreadsheet-attachmentDropTarget"">
<div class=""DynamicBorderScrollable DynamicBorderScrollable--canScrollUp SingleTaskPaneSpreadsheet-scrollable"">
<div class=""Scrollable--withCompositingLayer Scrollable Scrollable--vertical DynamicBorderScrollable-scrollable"">
<div class=""DynamicBorderScrollable-content SingleTaskPaneSpreadsheet-body SingleTaskPaneSpreadsheet-body--notIE"">
<div class=""SingleTaskPaneSpreadsheet-feed SingleTaskPaneSpreadsheet-feed--notIE SingleTaskPaneSpreadsheet-feed--everyoneTab"">
<div class=""TaskStoryFeed"">
<div class=""FeedBlockStory TaskStoryFeed-blockStory"">
<div class=""FeedBlockStory-content"">
<div class=""BlockStoryStructure BlockStory"">
<div class=""BlockStoryStructure-block"">
<div class=""BlockStoryStructure-body"">
<div class=""TruncatedRichText"">
<div class=""RichText TruncatedRichText-richText"">

""Don't be afraid of being different, be afraid of being the same as everyone else.""

Strangelove is a digital-first brand and experience agency.

As creative business partners we help your company grow by making your brand stick out for the crowd.

Using strategic branding, CX design and data-driven campaigns, we build distinctive brands and digital experiences people love.

Brand Craft - Heart Made - Since 2009.

</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",en,office@strangelove.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/SL-DDA-brackets_blue_RGB-300x300-2.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/12/SL-DDA-beeld-1-1415x600-1.jpg,Noord-Holland,25-49,,Amsterdam,,Strangelove ,Koningin Wilhelminaplein 29,1062 HJ,Amsterdam,204700533,office@strangelove.nl,55431194,https://strangelove.nl,
Nedbase,"<p>Online passie. Het zit in ons DNA. We maken ijzersterke internetprojecten. In een snel bewegend online landschap. We zoeken grenzen op en gaan voor het hoogst haalbare. Samen met klanten die dezelfde ambitie hebben. Wij zorgen ervoor dat onze klanten er klaar voor zijn. Klaar voor nu en klaar voor de toekomst. We bouwen websites en webshops die scoren, verzorgen succesvolle campagnes en plaatsen handige apps in de stores. We begeleiden internetprojecten tot in de puntjes. Van usability onderzoek tot het inrichten van een effectieve Adwords campagne. We laten niks aan het toeval over. Ideeën maken we tastbaar. Mogelijkheden worden doelen. En kansen zetten we om in resultaat. Samen met onze klanten gaan we voor online groei.</p>",en,jaap@nedbase.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/nb-logo-tagline-diap-5de11.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/nedbase-1-5de11.png,,25-49,,,,Middelburg ,Molenwater 81,4331SE,Middelburg,118617873,info@nedbase.nl,22046165,,
Hike One,"Hike One is your partner in digital product design.



With over 60 UX designers, strategists, researchers, and project managers, we operate from our office in Amsterdam, Rotterdam, and Eindhoven. We bridge the gap between technology and people by creating products that are deliberate and delightful. Together we realise the full potential technology has to offer. Through collaboration we reach our destination.



From designing the right thing, to designing the thing right. We work in an agile way, because no journey is the same. With every new insight a new possibility presents itself, and we choose the services that best fit the challenge at the time. We love to explore: we discover the pain points, define the product vision, and design products people love to use.



We walk the journey together but we guide you on the way. And we always leave you more capable than before to continue on your own.",en,hello@hike.one,https://dutchdigitalagencies.com/wp-content/uploads/2023/01/Favicon-257_clay_square.jpg,https://dutchdigitalagencies.com/wp-content/uploads/2023/01/linkedin_profile-header2-scaled.jpg,Noord-Brabant|Noord-Holland|Zuid-Holland,50-99,Reach the full potential of your digital product.,"Amsterdam, Rotterdam, Eindhoven",,Hike One Amsterdam,Koivistokade 70,1013BB,Amsterdam,020 204 45 77,hello@hike.one,,,
Momkai,"<strong>We are Momkai, a strategic design agency for meaningful member experiences.</strong>

Momkai is the initiator of <em>memberful design. </em>We create meaningful member experiences online and in the real world — from design strategy and brand identities to digital platforms and launch events. We've helped to establish global platforms, break crowdfunding records, and build impactful brands. Discover our vision <a href=""https://haralddunnink.medium.com/forget-about-users-how-designing-a-meaningful-member-experience-creates-durable-initiatives-c69032f1401b"">here</a>.

&nbsp;

<strong>Our designs cultivate calm – so only the content can drive you to distraction.</strong>

Our philosophy is to <em>cultivate calm</em>. These principles underpin all the work that we design and develop. We believe that people don’t connect to merely facts; they connect to storytellers and their stories. In 2016, we introduced this design philosophy of calm at the Stedelijk Museum of modern art. Discover our philosophy <a href=""https://haralddunnink.medium.com/cultivating-calm-a-design-philosophy-for-the-digital-age-94f3a93912e"">here</a>.

&nbsp;

<strong>We're co-founders of De Correspondent, the ad-free, member-funded journalism platform for unbreaking news.</strong>

News as we know it leaves us cynical, divided, and less informed. De Correspondent is founded on 10 principles that outline the commitment to independent and inclusive journalism. For the launch in 2013, our campaign reached a world record-amount of members through crowdfunding. In 2018, the English-language campaign followed. In 30 days, 45,888 members in 130 countries set a new member-record in journalism crowdfunding.",en,anne-marie@momkai.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/58ca60c1b9b78f82095bf9013d3fbc7c9eb9d1f15cd8a.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/58db8096a96fc46677b39f2322bf4dd6c453a826cf387.png,Noord-Holland,25-49,"Made for members, made by Momkai.",Amsterdam,,Momkai Amsterdam,Barentszplein 7,1013 NJ,Amsterdam,31204230183,hr@momkai.com,61248126,,
WeAreBrain,"WeAreBrain heads up an independent, award-winning digital agency group and operates as a technology partner to international organisations, agencies, innovative startups and scale-ups.



We imagine, create and develop intelligent design, thoughtful products and solutions. We endeavour to leave the world a better place than we found it.

<p dir=""ltr"">Founded in 2014, our growing team currently consists of 70+ creators and entrepreneurs based in Amsterdam, Kyiv, Marseille, Lausanne, and Cape Town.</p>

<p dir=""ltr"">Together, our boutique agency group offers marketing, branding, design and software services, rooted firmly in technological advancement and solid customer experience. Our daughter agencies, Solving, Grover and Braveye help support our vision of providing hyper-specialised solutions that are bespoke to your needs through a full-service agency approach.</p>

WeAreBrain was voted in the Emerce Top 100 and we are a proud member of DDA, representing the leading digital agencies in the Netherlands. Our Tur.ai platform was selected among the Top 25 innovations in the Accenture Innovation Awards and we won a prestigious SpinAward along with nominations for Best of Swiss Web and Dutch Interactive Awards.



Our contribution to female entrepreneurship and gender equality in IT have been recognised by TheNextWomen and EY Winning Women.



WeAreBrain is owned and run by its founders from our headquarters in Amsterdam and Kiev. We collaborate with innovative Enterprise customers and international organisations such as HEINEKEN, Praxis DIY and the United Nations.",en,elvire@brain-agency.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/DDA_logo.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/598aae224defdcafd33e81100649d771fc86c790713a1.png,Noord-Holland,50-99,Full service. Redefined.,"Amsterdam, Lausanne, Kyiv, Cape Town",||,Amsterdam|Kyiv|Lausanne,Laan der Hesperiden 166|Yaroslavska Str. 58|Chemin des Paquis 6a,1076DX|04071|1025,"Amsterdam|Kyiv, Ukraine|Saint-Sulpice (VD)",||,sayhello@wearebrain.com|sayhello@wearebrain.com|sayhello@wearebrain.com,73256560|73256560|73256560,https://wearebrain.com/|https://wearebrain.com/|,
Alion,"<p data-renderer-start-pos=""125"">[video width=""1920"" height=""1080"" m4v=""https://dutchdigitalagencies.com/wp-content/uploads/2021/05/2021Alion-Reel-WeTransfer.m4v""][/video]</p>

<h1 data-renderer-start-pos=""125"">Attention is rare.
Expectations are high.</h1>
<p data-renderer-start-pos=""125"">While digital technology is at the heart of every business today, digital innovation is hard work. Well-informed customers evolve faster than companies can keep up with.</p>

<h2 id=""Our-Vision"" data-renderer-start-pos=""339"">Helping brands helping people.</h2>
<p data-renderer-start-pos=""339"">We want the digital era to improve the lives and experiences of everyone. But we can’t achieve this improvement alone. We need leverage. We find this leverage in our clients. That's why we want to dedicate our time, energy and expertise to empower organisations that also strive for this improvement. We want to help these organisations connect to their customers. We want to unlock their growth with our ability to create.</p>

<h2 data-renderer-start-pos=""339"">Creating sustainable digital solutions and communication</h2>
<p data-renderer-start-pos=""821"">To us, improvement starts with insight. The understanding of people's context, needs and expectations. This triggers creativity and relevance, leading to sustainable success. It's why we approach projects 'user-first'. We combine insights with user-centered design and technology to create sustainable digital solutions and relevant communication.</p>
<p data-renderer-start-pos=""821"">Challenge us with your challenge: <a href=""http://www.alion.nl"">www.alion.nl</a></p>",en,info@alion.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5cc2aca1558027d8ec4526678c2120a7cee155cbd15bc.png,https://dutchdigitalagencies.com/wp-content/uploads/2021/11/alion-Creating-your-Digital-Power.jpg,Zuid-Holland,10-24,Creating Your Digital Power,Delft,1,Alion,Lange Geer 30,2611 PV,Delft,152191650,info@alion.nl,27188135,https://alion.nl,
Endeavour,"For over 20 years, Endeavour has been working to digitise brands and businesses by putting their end-users first. As a team we work with the latest technologies and we know our way around the jungle of technical solutions, from creative concepts to writing code. We are there for clients who are looking for experts who, from a multidisciplinary environment, together give substance and structure to digital transition and have a focus on achieving digital objectives.



We know better than anyone that brands and companies make the difference in the digital world by connecting and managing the lines between the platform, content and online media. By seeking depth in specialisms and always connecting all components of digital initiatives, we find certainty and ensure an unambiguous brand message. This provides peace of mind and a high degree of control for the client, so that they can focus on core tasks and together we take the right steps in conquering target groups online. That is orchestrated digital marketing.



[video width=""1920"" height=""1080"" mp4=""https://dutchdigitalagencies.com/wp-content/uploads/2022/02/endeavour_showreel_2021-1080p.mp4""][/video]",en,info@endeavour.nl,https://dutchdigitalagencies.com/wp-content/uploads/2022/02/DDA_Headerbeeld_END.jpg,https://dutchdigitalagencies.com/wp-content/uploads/2021/11/MG_1946.jpg,Noord-Holland,100-249,ORCHESTRATED DIGITAL MARKETING,Haarlem,,Hoofdgebouw,Gonnetstraat 32,2011KA,Haarlem,237271077,info@endeavour.nl,52162710,https://endeavour.nl,
<EPAM>,"<p>We are designers, architects and engineers.</p>
<p>We enable our customers to be competitive and disruptive in the marketplace through innovative technology solutions.</p>
<p>We adopt a global growth strategy, thinking and acting like start-ups, working in multidisciplinary teams and delivering results. Relentlessly.<br/></p>

<p>Solutions & Industries</p><p>
Today's business challenges require top-notch technology. Our expertise spans multiple disciplines, providing our clients with the software solutions that drive business results. Our end-to-end services result in transformative customer experiences, data-driven business decisions, and seamless back-end technologies.</p>
<p>The right technology and approach turns business strategies into results. We deliver domain-specific, fully functional, transformative software solutions that drive your business. Our solutions are tailored to meet the needs of your industry – and drive your specific business goals.<br/></p>

<p>Our Ideas</p><p>
The best way to get to know EPAM is to explore the work we do for our clients and the ideas that inspire our team. </p>
<p>Find out more at: www.epam.com/ideas</p>",en,egbert_hendriks@epam.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/594b7964b3f3098d0362eb45fd82d13352f20c200f892.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/594b85c2481020ddca54bcdacf2d7dfea2b9cb76435e6.jpg,,250+,,,,Epam Systems Netherlands,Mercuriusplein 1,2132HA,Hoofddorp,0343 476 812,info@epam.com,,,
We Provide,"<p>Wij zijn een digital agency gespecialiseerd in e-commerce. Met ons team van gecertificeerde professionals werken we als strategisch partner voor (inter)nationale opdrachtgevers. Doordat alle expertise van strategie tot design en van development tot support en marketing in ons team aanwezig is bieden we full service oplossingen en verantwoordelijkheid. Daarnaast hebben we een jarenlange ervaring met maatwerk API en ESB koppelingen, integratie met payment service providers, fullfillment providers en CRM en product informatie systemen. Wij maken graag een afspraak om vrijblijvend kennis te maken.</p>",en,frank@weprovide.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5988202c46958ae378e11b25d382cfe91c7efb1367a37.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/dda-bg2.jpg,,25-49,,,,We Provide Eindhoven,Boschdijk 766,5624 CL,Eindhoven,088 600 0700,info@weprovide.com,17156410,,
M2mobi,"De wereld van mobiel verandert en ontwikkelt met een snelheid waar wij alleen maar enthousiast van worden. Wat we vandaag gewend zijn aan technologie, devices en verwachtingen is over een jaar compleet veranderd. M2mobi heeft als app ontwikkelaar alles in huis om daar feilloos op in te spelen.



Opgericht tijdens de oorsprong van het smartphone tijdperk in 2006, stonden we aan de basis van de ontwikkeling en sindsdien lopen we voorop. We zijn mobile natives. In plaats van het aan te leren, is mobiel onze moedertaal. We zijn ermee opgegroeid, we leven en ademen mobiel.



We werken graag met merken die digitaal willen excelleren en samen met ons toonaangevende apps willen maken. Door vandaag nog aan tafel te zitten, kunnen we vanuit de kern van het merk op zoek gaan naar de beste manieren om de eindgebruikers van de app te helpen, verassen en inspireren.



Met onze ervaring als app ontwikkelaar vertrouwen we op ons instinct. We beslissen en werken snel, in het tempo van de ontwikkeling. Korte lijnen. Efficiënt. Flexibel. Per project werken we met een team waarin alle disciplines samenkomen. Specialisten op het gebied van Concepting, graphic design, UX Design, iOS, Android, Backend Architecture, Web front-end, en Quality Assurance.



We zijn maar wat trots op de apps die we samen met onze klanten hebben kunnen maken. Onze mobile apps voor klanten als ANWB, Heineken, Dubai Airports, Picnic en VGZ worden door vele duizenden mensen gebruikt en gewaardeerd. En de Schiphol App is al meerdere keren bekroond als beste airport app.



Wat zal de toekomst nog meer brengen? Wie zal het zeggen. Wat we wel weten is dat wij erbij zijn om te zorgen dat je als merk voorop blijft lopen.",en,stephan@m2mobi.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/DDA_m2mobi_logo.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/DDA_M2mobi_2.png,,25-49,,,0|0,Amsterdam|Amsterdam,Moermanskkade 313|Moermanskkade 313,1013 BC|1013 BC,Amsterdam|Amsterdam,|,info@m2mobi.com|info@m2mobi.com,|,https://m2mobi.com|https://m2mobi.com,
DutchGiraffe | Digital Creatives,"<p><strong>DutchGiraffe is een full service digitaal bureau. We ontwikkelen interactieve verhalen en verbinden merken met mensen. Op basis van onze vier expertises (online marketing strategie, online magazines, UX design en web development) maken we op transparante manier wat complex is begrijpelijk en innovaties toegankelijk. Voor iedereen. DutchGiraffe maakt online makkelijk!</strong> Het team van DutchGiraffe is creatief, gepassioneerd en vrij; getalenteerde mensen met verschillende achtergronden, vaardigheden, idee&euml;n en ervaringen. We willen vereenvoudigen, ontwikkelen en verrassen. Zo helpen we anderen met het behalen van hun online ambities. Een selectie van merken:&nbsp;NS, Robeco, EO, TUI, Provincie Brabant, Van Lanschot, Rijksoverheid, RoyalHaskoningDHV, Sodexo, SGS Search, UVA, Kansfonds &amp; Gemeente Den Haag.</p>",en,,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5abb81178a3b154f66606d85258fb746d7b7b227c643e.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5abb812ae5af3147d81f7d5a96c40b5ff4ba4274053a7.jpg,,,,,,,,,,,,,,
Orange Juice,"<p>Geavanceerde webapplicaties. Bij voorkeur op maat, dan zijn wij op ons best. Al sinds 2003 gaat Orange Juice geen online uitdaging uit de weg. Het team bestaat uit zo'n 20 enthousiaste en ambitieuze medewerkers, verdeeld over de disciplines Design, Development en Online marketing. Wij ontwerpen en realiseren geavanceerde webapplicaties voor digital commerce en e-business toepassingen. Met HTML ontwerpeditors en productconfigurators zijn we in staat om complexe interacties met de eindgebruiker op een eenvoudige en gebruikersvriendelijke wijze af te handelen. Met onze webapplicaties faciliteren we online transacties en transacties. Van concept tot conversie, wij hebben het in huis.</p>",en,remco@orange-juice.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/oj-wit2-5e465.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/dda-achtergrond-5e465-scaled.jpg,,10-24,,,,Kantoorgebouw De Enk,"Tivolilaan, 205",6824 BV,Arnhem,638245391,info@orange-juice.nl,9136973,https://orange-juice.nl,
Ontwerpwerk,"Ontwerpwerk is een ambitieus bureau voor strategie, design en development. Wij maken creatief
en effectief design. Met energie, interesse en aandacht. En dat doen we samen, want dat werkt. Denken. Design. Doen. We ontwikkelen met 25 talentvolle mensen samen met partners en klanten ontwerpen die hun doel treffen. We creëren corporate identities, websites, digitale magazines, (online) campagnes en apps. Met ons creatieve talent en vakmanschap onderzoeken we uitdagende identiteits- en designvragen en lossen ze op. Zo maken we krachtige ontwerpen en prachtig werk. Werk dat creatief is in verschijningsvorm én in werking. Helder van idee tot realisatie. En dat doen we samen, want dat werkt.",en,bart.leupen@ontwerpwerk.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5b90f2a886b3786b19aaf5187aa8950007573818d5be3.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5b90f18426e0594c2455a177beecce2e3afc59afbce6b-scaled.jpg,,25-49,,,,Ontwerpwerk,Prinsestraat 37,2513 CA,Den Haag,070-3132020,bart.leupen@ontwerpwerk.nl,,https://ontwerpwerk.nl,
Arlanet – Digital Engineers,"<h2>Driving Digital <strong>/Forward</strong></h2>

De technologie is niet meer de limiterende factor, dat is de partnership. Je hebt een partner nodig die jouw ambitie weet waar te maken en je meeneemt om dit doel samen te realiseren.



<strong>Wij helpen bedrijven hun digitale ambities waar te maken.</strong>

Dit door middel van het maken van innovatieve software, e-commerce en Internet of Things (IoT), want daar gaat ons hart sneller van kloppen. Als echte Digital Engineers zoeken we de uitdaging in ieder project door een innovatieve oplossing te bieden en onze klanten nieuwe mogelijkheden te geven.



Via Agile Scrum en Lean doen we dit ook vaak samen met de klant, waardoor de oplossing ook goed door de eindgebruikers wordt geadopteerd.



Digitale golfagenda’s, geïntegreerde webshops, customer portals, de boarding langs de Eredivisie, LoRa Bluetooth IoT en nog veel meer gave oplossingen.



Wij zijn EpiServer Premium Partner, Umbraco Gold Partner, Ucommerce powerhouse, IoT Academy Silver partner.",en,paul@arlanet.com,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5b71489f469ca552c43eb11be59524d99bc00aef888f4.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5b714d05bec4714bdb1c06d7bef2fc8fa934900beef55.jpg,,25-49,,,,,,,,,,,,
Harborn,"<span style=""font-weight: 400"">We are Harborn, a digital agency that drives strategic growth by connecting valuable data, simplifying complexity, and focussing on human interactions. We build fully integrated digital eco-systems. Future-proof solutions that enhance people's lives. We help our clients anticipate and adapt to new ways of working in a world that transforms rapidly. Always focussing on the human experience.</span>



<span style=""font-weight: 400"">Mastering this complexity demands a strong team of craftsmen. At Harborn, we build digital culture by working with multi-disciplinary teams and sharing knowledge throughout our company and all people involved. We learn and innovate together with a great set of clients like: iTanks, LambWeston/Meijer, Gemeente Rotterdam, Rotterdam Topsport, Caru Containers, Mind, Blauwhoed, Postilion Hotels, Santos and Randstad. Together we're all set for the future. Each digital step at a time. </span>",en,info@harborn.com,https://dutchdigitalagencies.com/wp-content/uploads/2022/02/Logo_Harborn_DDA-1.png,https://dutchdigitalagencies.com/wp-content/uploads/2022/02/Header_DDA-1.jpg,Zuid-Holland,25-49,Drive Digital Forward,Rotterdam,,Harborn,"Westblaak, 39",3012 KD,Rotterdam,104365050,robert@harborn.com,24302539,https://harborn.com,
Qikker Online,"Qikker ontwikkelt websites en apps met karakter. Strak gemanaged en soepel uitgevoerd, bij ons gaat geen seconde verloren.



Ons team is een geoliede machine van makers, designers, programmeurs en planners met een obsessie voor perfecte pixels. Door gefocust naar de eindstreep te sprinten, creëren we producten waar we trots op zijn en die van het scherm af spetteren.



Voor elke uitdaging hebben wij een passend proces. We werken agile, transparant en volgens afspraak. Zonder onnodige zakelijke opsmuk. En die aanpak weerspiegelt het werk dat we leveren. Rotsvast en recht door zee, zonder compromis op kwaliteit.



Bel of mail gerust als je benieuwd bent naar hoe wij jou kunnen helpen. Of kom langs op ons kantoor, waar de koffie altijd klaar staat!",en,joost@qikkeronline.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/Logo_wit_500x500.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/bedrijfsfoto-qikker-online.jpg,,10-24,,,,,,,,,,,,
ID Factory,"ID Factory brengt merken en mensen in beweging. Persoonlijk en gedurfd. Van digitale strategie met impact, tot uitvoering met meetbare resultaten. In onze digitale wereld brengen we verhalen, creativiteit, technologie en data samen om mensen te raken en activeren. Of het nu gaat om een toffe campagne, social community of doelgerichte website.",en,nicole.klaassen@id-factory.nl,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5ce3cd4f2544627f050d7919fa002dd929aa3caa6bc90.png,https://dutchdigitalagencies.com/wp-content/uploads/2020/10/5ce3d082cfc546350a67bcc59e299c75497d423975d2d-scaled.jpg,,25-49,,,1,ID Factory ,Loeffstraat 34,5142 ER,Waalwijk,852102010,administratie@id-factory.nl,53305361,https://id-factory.nl,
